ID,english,label,pred_english,conf_english
221,"Jigar Pratap Singh, Pakistan was created so you Hindus could live in peace, 26 crore Muslims in India + 27 crore in Pakistan + 25 crore in Bangladesh = 78 crore, and poor Hindus are 80 crore, would you have died fighting us?",1,0,"0.9899709820747375,0.010028991848230362"
222,"Modi ji, stay quiet, you caused me a loss with demonetization.",1,0,"0.916144073009491,0.08385598659515381"
223,The whole world knows Pakistan is the root of terrorism.,1,1,"0.3671915531158447,0.6328084468841553"
224,"This isn't a strong response, a strong response would be if we blew up 150 of theirs for one of our soldier brothers, then these bastards would get the message.",1,0,"0.9387558698654175,0.061244115233421326"
225,"Get lost, go away, mullah #Azam.",1,0,"0.7081417441368103,0.2918582856655121"
226,"What's wrong with you, you also make a living from posts and comments, hmm.",1,0,"0.9755978584289551,0.024402184411883354"
227,"That's the real dynamic fare, and it's been looted.",1,0,"0.9985722303390503,0.0014277922455221415"
228,"Modi's victory chariot is moving forward, but the country isn't.",1,0,"0.9918546676635742,0.008145327679812908"
229,"Go inside and kill, bastards, our government doesn't know what to do, no idea what will happen, this is India's politics, useless, 👎👎👎👎.",1,0,"0.6576394438743591,0.34236055612564087"
230,Sycophant!,1,0,"0.9991078972816467,0.0008921304834075272"
231,"Modi ji, what's happening... Pakistan keeps showing its eyes to a country of 125 crore, and we're sitting with our hands tied, are we that weak?",1,0,"0.9923608899116516,0.007639107760041952"
232,"Look at the Chaddi gang's post... so false, vulgar, insensitive, and foolish... they seem like Ravana's descendants by their language.",1,1,"0.10228075087070465,0.8977192044258118"
233,"If they drink blood, have we worn bangles? Wipe out this filthy existence from the world, Jai Hind.",1,1,"0.008060314692556858,0.9919397234916687"
234,"He doesn't get a single vote from Kashmir, that's why he's doing this to establish a foothold there to gain a majority from Jammu and Kashmir.",1,0,"0.9405295252799988,0.059470467269420624"
235,"Not 7, 700 Pakistani soldiers need to die, only then will our Indian soldiers' martyrdom be fulfilled, Bharat Mata ki Jai... Jai Hind...",1,0,"0.9967756867408752,0.0032243719324469566"
236,"Now Rand Nath will give a statement, we strongly condemn this 😡.",1,0,"0.9992874264717102,0.0007126294076442719"
237,"You guys wait for action against Pakistan, BJP folks are busy preparing for Bengal elections.",1,0,"0.9925844073295593,0.007415526080876589"
238,Ban EVMs and then hold elections.,1,0,"0.9944361448287964,0.005563781596720219"
239,"The smell of burning is coming from somewhere, oh Rahul brother.",1,0,"0.994293749332428,0.00570627860724926"
240,"Our government knows two things, strong condemnation and solid steps, and the media jumps to triple talaq, sold-out media.",1,0,"0.9986028075218201,0.0013972078450024128"
241,Modi isn't bringing Lokpal because he himself would get caught.,1,0,"0.9904413223266602,0.009558695368468761"
242,And how is Gujarat known?,1,0,"0.9988773465156555,0.0011226978385820985"
243,"It's too much now, PM sir, go back to where you came from, you can't handle the PM's chair.",1,0,"0.9992165565490723,0.0007834690622985363"
244,"What's the meaning of wanting, if you have the guts, start it yourself, then see the fun of breaking faces.",1,0,"0.9234263300895691,0.0765736773610115"
245,"Keep mangoes and sugar too, bring the rest of the stuff, then make it and feed me 🤗😜.",1,0,"0.998406708240509,0.0015933015383780003"
246,"Good, release 10-12 stray dogs to teach them all a lesson.",1,0,"0.9991222023963928,0.0008778374758549035"
247,"Will it be built? Isn't it already there? If you want to live in India, you have to say the murderer of the Father of the Nation, Godse, is dead.",1,0,"0.9939340949058533,0.006065873429179192"
248,"Absolutely didn't forget, just flipped.",1,0,"0.9944027066230774,0.005597346927970648"
249,"Big congratulations to Modi ji and other party members, but my request to Modi ji is to take strict action against terrorism.",1,0,"0.9990487694740295,0.0009512341930530965"
250,"If it's true, it's good, hope it's not like the surgical strike.",1,0,"0.9665672183036804,0.03343281149864197"
251,"Rajnath Singh's statement will come in the media now, we strongly condemn this, bastards, is this all you do, wear bangles and sit at home, send your cow protection, anti-Romeo squad, or Hindu Yuva Vahini soldiers, tell them why don't you respond to this now, you act so powerful in the name of cow mother.",1,1,"0.22444754838943481,0.7755524516105652"
252,Why give a pause?,1,0,"0.9994231462478638,0.000576836580876261"
253,"He'll show anytime, what does it matter to you, what did you achieve in your time?",1,0,"0.9896596074104309,0.0103403739631176"
254,"Go away, Kejriwal, this time sink in the drain, next time...",1,0,"0.9755573868751526,0.024442657828330994"
255,"He doesn't have an AC room, they've set a loudspeaker in his room.",1,0,"0.9932504892349243,0.006749511230736971"
256,"Not just JK, two days, even two hours are enough for them, brother.",1,0,"0.9850688576698303,0.014931178651750088"
257,"When there was a war in Kashmir, you went to the United States, you didn't have the courage to face Pakistan, even in the Kargil war, you Indians had to beg the USA, what happened then, cowards, then you realized who's powerful, search on Google, see who won the Kargil war.",1,0,"0.9388453960418701,0.06115464121103287"
258,"If BJP lost one seat in MP, did they ask for Shivraj's resignation?",1,0,"0.9996919631958008,0.00030811564647592604"
259,"Soldiers are dying every day, more than in a war, now the government should fight a big war, from NSG to the best snipers, we have everyone, finish it once.",1,0,"0.990096926689148,0.009903112426400185"
260,One out of every three Pakistanis is hungry and naked... Report says.,1,0,"0.9838211536407471,0.0161789171397686"
261,"Sir, you live and let others live, with Jio.",1,0,"0.9693012237548828,0.030698763206601143"
262,"Kashmir is free, damn it, freedom of education, freedom of profession, freedom to use the internet, all freedoms are there, the army is there to fight terrorism and for your safety, otherwise terrorists would set off bombs and Kashmiri blood would flow.",1,0,"0.9901339411735535,0.009866076521575451"
263,"Do you know what ISIS is, or do you just call anyone ISIS? Have you seen me beheading someone or torturing someone extremely physically?
Have you seen me making girls sex slaves, and you called me an ISIS agent?",1,0,"0.9967775940895081,0.0032223693560808897"
264,The government reaches any kind of opening in the country like a beggar.,1,0,"0.996269702911377,0.003730222349986434"
265,"Indian leaders can say anything to reach power, no matter which party, they just make promises and talk.",1,0,"0.9978235960006714,0.00217646942473948"
266,"Shut up, what's the government doing, at this rate all our soldiers will be martyred.",1,0,"0.9989967942237854,0.0010031930869445205"
267,"When a man's time is good, people gather to hear his false promises, and when times are bad, no one comes to hear the truth.",1,0,"0.9974862337112427,0.002513803541660309"
268,Old Ajay Kumar... can you tell the leaders to speak in public meetings without a mic?,1,0,"0.9992178678512573,0.0007821043254807591"
269,"Vote for anyone, BJP will win, EVMs are there, right?",1,0,"0.9978995323181152,0.0021004786249250174"
270,"False news... actually, the Indian government is cowardly... a game of hide and seek is going on...",1,0,"0.966817319393158,0.03318267688155174"
271,"Maulana Sahib, will you get the Ramayana recited in your home???",1,0,"0.9970948696136475,0.002905111527070403"
272,"Aayush, brother, look, it's written correctly, Sutra... meaning nothing has happened, Sutra is just used for an experience or assumption.",1,0,"0.998371422290802,0.0016286303289234638"
273,"If traitors like you improve, Pakistan will improve on its own.",1,0,"0.8704813718795776,0.1295185685157776"
274,"Your condition has become like SP, everyone is hungry for power, you fool the public, whoever speaks the truth in your party is thrown out, in my opinion, your party has become like other parties.",1,0,"0.8630180358886719,0.13698196411132812"
275,"How's the note chaos going, NUMBER 6th power...",1,0,"0.9994120597839355,0.000587919435929507"
276,"Mohd, for 70 years Congress ruled the country, only corruption happened, you Muslims like Congress.",1,1,"0.26834622025489807,0.7316537499427795"
277,"Well said, we didn't vote for Modi so he could just talk, Congress did that too, if this is all he does, we don't want a BJP government.",1,0,"0.9979872703552246,0.0020127170719206333"
278,"It's fake news, shown just to make the Modi government look good, the Indian army didn't do anything.",1,0,"0.9936413168907166,0.006358693819493055"
279,"Muslims, Gujarati pride, and Pakistan kept Modi ji as Chief Minister for 12 years. Going forward, Muslims, nationalism, and Pakistan will keep Modi ji as Prime Minister.",1,0,"0.9991766810417175,0.0008232739055529237"
280,Why would anyone play again when they've earned a lifetime's worth in one go?,1,0,"0.9922695159912109,0.007730507291853428"
281,"Oh brother, go to Italy, go to Germany, all camps are full of Pakistanis and they beg from Christians, you'll find something in India.",1,1,"0.04419689625501633,0.9558030962944031"
282,"Maulana ji, tell me, do you have a temple in your house??",1,0,"0.996773898601532,0.0032260981388390064"
283,"We strongly condemn this in words... Rajnath Singh, was there any lack in Manmohan Singh's condemnation?",1,0,"0.99928879737854,0.0007111787563189864"
284,"I'm neither Hindu nor Muslim, brother, I'm an atheist, you have time to comment for films but no time for the army, farmers, or the unemployed, I understand your mentality.",1,0,"0.9734607338905334,0.026539314538240433"
285,"Look and listen to this link, you'll understand, your own community is troubled by your religion.",1,0,"0.9353941082954407,0.06460586935281754"
286,BJP people should be beaten with shoes dipped in filth.,1,0,"0.8264082074165344,0.17359179258346558"
